title,year,venue,authors,n_authors,doi,arxiv,citations,type,oa,url,sources,phrases,abstract
Exp2VLA: Enabling Vision–Language–Action for Drone Navigation from Expert Demonstrations,2026,2026 IEEE/ASME International Conference on Advanced Intelligent Mechatronics (AIM),V. Dang; K. Rajendran; Erdi Sayar; Erdal Kayacan,4,10.1109/AIM65483.2026.11657900,2607.03146,0,Conference,True,https://www.semanticscholar.org/paper/b15a0bbf8a1b01ab17a3a9ec6641de3e9d86d4ee,s2,language-guided navigation,"Vision-language-action (VLA) models open a new path toward intuitive robot control by directly linking perception, language, and action in a single end-to-end framework. Yet for UAVs, practical adoption remains difficult because existing solutions are either computationally heavy or insufficiently capable in complex environments. In this work, we propose a practical expert-distillation pipeline (Exp2VLA) for language-conditioned drone navigation. The core idea is to distill expert behavior, obtained from reinforcement learning, teleoperation, or other controllers, into training data that can be used to fine-tune compact VLA models. This allows existing control strategies to be transferred into a unified language-guided navigation model, reducing manual system integration and lowering the barrier for deploying new robot behaviors. Experiments in both sim-to-sim and simulation-in-the-loop settings across multi-object scenes show that the fine-tuned models can handle varied semantic commands and generalize to unseen target compositions. The proposed framework demonstrates how expert-policy distillation can help mechatronic systems move from specialized control modules toward more flexible and reusable robot intelligence."
Multimodal Spatial Reasoning in the Large Model Era: A Survey and Benchmarks,2025,arXiv.org,Xu Zheng; Zihao Dongfang; Lutao Jiang; Boyuan Zheng et al.,20,10.48550/arXiv.2510.25760,2510.25760,23,"JournalArticle,Review",True,https://www.semanticscholar.org/paper/b19445c894634e1fbb2c61e3b6fd51a2a7fd47ae,arxiv|s2,vision-language navigation,"Humans possess spatial reasoning abilities that enable them to understand spaces through multimodal observations, such as vision and sound. Large multimodal reasoning models extend these abilities by learning to perceive and reason, showing promising performance across diverse spatial tasks. However, systematic reviews and publicly available benchmarks for these models remain limited. In this survey, we provide a comprehensive review of multimodal spatial reasoning tasks with large models, categorizing recent progress in multimodal large language models (MLLMs) and introducing open benchmarks for evaluation. We begin by outlining general spatial reasoning, focusing on post-training techniques, explainability, and architecture. Beyond classical 2D tasks, we examine spatial relationship reasoning, scene and layout understanding, as well as visual question answering and grounding in 3D space. We also review advances in embodied AI, including vision-language navigation and action models. Additionally, we consider emerging modalities such as audio and egocentric video, which contribute to novel spatial understanding through new sensors. We believe this survey establishes a solid foundation and offers insights into the growing field of multimodal spatial reasoning. Updated information about this survey, codes and implementation of the open benchmarks can be found at https://github.com/zhengxuJosh/Awesome-Spatial-Reasoning."
RoomTour3D: Geometry-Aware Video-Instruction Tuning for Embodied Navigation,2024,Computer Vision and Pattern Recognition,Mingfei Han; Liang Ma; Kamila Zhumakhanova; Ekaterina Radionova et al.,8,10.1109/CVPR52734.2025.02569,2412.08591,27,"JournalArticle,Conference",True,https://www.semanticscholar.org/paper/b2084602968b0910c99680169b3d5e5934122554,s2,vision-and-language navigation,"Vision-And-Language Navigation (VLN) suffers from the limited diversity and scale of training data, primarily constrained by the manual curation of existing simulators. To address this, we introduce RoomTour3D, a video-instruction dataset derived from web-based room tour videos that capture real-world indoor spaces and human walking demonstrations. Unlike existing VLN datasets, RoomTour3D leverages the scale and diversity of online videos to generate open-ended human walking trajectories and open-world navigable instructions. To compensate for the lack of navigation data in online videos, we perform 3D reconstruction and obtain 3D trajectories of walking paths augmented with additional information on the room types, object locations and 3D shape of surrounding scenes. Our dataset includes ~100K open-ended description-enriched trajectories with ~200K instructions, and 17K action-enriched trajectories from 1847 room tour environments. We demonstrate experimentally that RoomTour3D enables significant improvements across multiple VLN tasks including CVDN, SOON, R2R, and REVERIE. Moreover, Room-Tour3D facilitates the development of trainable zero-shot VLN agents, showcasing the potential and challenges of advancing towards open-world navigation."
Does VLN Pretraining Work with Nonsensical or Irrelevant Instructions?,2023,arXiv.org,Wang Bill Zhu; Ishika Singh; Yuan Huang; Robin Jia et al.,5,10.48550/arXiv.2311.17280,2311.17280,3,JournalArticle,True,https://www.semanticscholar.org/paper/b21052991be94f0618e352089b64a5e74271be71,s2,vision-and-language navigation,"Data augmentation via back-translation is common when pretraining Vision-and-Language Navigation (VLN) models, even though the generated instructions are noisy. But: does that noise matter? We find that nonsensical or irrelevant language instructions during pretraining can have little effect on downstream performance for both HAMT and VLN-BERT on R2R, and is still better than only using clean, human data. To underscore these results, we concoct an efficient augmentation method, Unigram + Object, which generates nonsensical instructions that nonetheless improve downstream performance. Our findings suggest that what matters for VLN R2R pretraining is the quantity of visual trajectories, not the quality of instructions."
SE-VLN: A Self-Evolving Vision-Language Navigation Framework Based on Multimodal Large Language Models,2025,arXiv.org,Xiangyu Dong; Haoran Zhao; Jian Gao; Haozhou Li et al.,8,10.48550/arXiv.2507.13152,2507.13152,13,JournalArticle,True,https://www.semanticscholar.org/paper/b29d3d69c36c6ebad3a492f1ee4391372d8de20c,s2,vision-language navigation,"Recent advances in vision-language navigation (VLN) were mainly attributed to emerging large language models (LLMs). These methods exhibited excellent generalization capabilities in instruction understanding and task reasoning. However, they were constrained by the fixed knowledge bases and reasoning abilities of LLMs, preventing fully incorporating experiential knowledge and thus resulting in a lack of efficient evolutionary capacity. To address this, we drew inspiration from the evolution capabilities of natural agents, and proposed a self-evolving VLN framework (SE-VLN) to endow VLN agents with the ability to continuously evolve during testing. To the best of our knowledge, it was the first time that an multimodal LLM-powered self-evolving VLN framework was proposed. Specifically, SE-VLN comprised three core modules, i.e., a hierarchical memory module to transfer successful and failure cases into reusable knowledge, a retrieval-augmented thought-based reasoning module to retrieve experience and enable multi-step decision-making, and a reflection module to realize continual evolution. Comprehensive tests illustrated that the SE-VLN achieved navigation success rates of 57% and 35.2% in unseen environments, representing absolute performance improvements of 23.9% and 15.0% over current state-of-the-art methods on R2R and REVERSE datasets, respectively. Moreover, the SE-VLN showed performance improvement with increasing experience repository, elucidating its great potential as "
Decision-Invariant Sim-to-Real Vision-and-Language Navigation with Pseudo-Panoramic Observations,2026,International Conference on Multimedia Retrieval,Yuanyu Zheng; Xumin Shen; Yunda Sun; Ying Shen et al.,5,10.1145/3805622.3810871,,0,"Book,JournalArticle",True,https://www.semanticscholar.org/paper/b2aa8adcabebaeec2fb7e44c1efbc53da11e025b,s2,vision-and-language navigation,"Following natural language instructions to complete navigation tasks is a crucial capability for real-world embodied robots. In vision-and-language navigation (VLN), agents typically assume access to complete, on-the-fly environmental observations and rely on them for decision making. However, most sim-to-real VLN approaches approximate the privileged complete panoramic sensing in simulation with monocular sensors, leading to significant semantic loss and incomplete perception. In this work, we present DIP2, a sim-to-real VLN framework that reduces the discrepancy between assumed and realizable observations by introducing a unified sensing and mapping representation shared across simulated and real-world domains. Specifically, dense pseudo-panoramic observations are synthesized from a self-assembled surround-view camera system to recover rich semantics comparable to simulation, while a structure-only metric map unifies simulated RGB-D inputs with real-world LiDAR observations. Furthermore, to promote sim-to-real decision invariance, DIP2 employs a learning-free local navigable waypoint prediction strategy via radial expansion, applied consistently in both domains. The predicted waypoints and dense semantic observations are integrated into a global topological map, allowing existing agents trained in simulation to be directly deployed in the real world. Extensive experiments in simulated and real environments demonstrate that DIP2 substantially improves sim-to-real navigation "
Chain-of-Search: Parameter-Efficient Reasoning for Zero-Shot Object Navigation,2026,AAAI Conference on Artificial Intelligence,Han Chen; Liqi Yan; Qi-Fan Wang; Jianhui Zhang et al.,6,10.1609/aaai.v40i3.37150,,2,"JournalArticle,Conference",True,https://www.semanticscholar.org/paper/b2e6249f70da700251441d660025dc39e5885311,s2,vision-language navigation,"Zero-shot object navigation tasks agents with locating target objects in unseen environments—a core capability of embodied intelligence. While recent vision-language navigation methods leverage Large Language Models (LLMs) for multimodal reasoning, they suffer from two key limitations: (1) semantic misalignment between language-grounded maps and real-world layouts, and (2) inefficiency due to LLMs’ lack of specialization for navigation-specific tasks. To address these challenges, we propose Chain-of-Search (CoS), a novel parameter-efficient framework that enables human-like decision-making via iterative semantic reasoning. First, CoS replaces traditional global maps with an optimal-benefit multi-map construction that continuously balances expected gain and cost throughout the navigation process. Second, we introduce a Parameter-Efficient Intent Aligner (PEIA), trained via a prompt-guided paradigm to align directional decisions with navigation intent. PEIA injects semantic cues into benefit-aware maps, enabling more rational and goal-consistent exploration. Finally, a Reflection-Guided Destination Verifier (RDV) confirms whether the target is reached via language-driven reasoning and corrects potential errors through self-reflection. CoS achieves state-of-the-art performance on HM3D (+2.8% SR) and MP3D (+1.2% SR) without relying on LLMs, demonstrating the effectiveness of lightweight, reasoning-centered navigation."
SC$^{2}$-WM: A Self-Correcting World Model with Closed-Loop Feedback for Vision-and-Language Navigation in Continuous Environments,2026,arXiv (preprint),Xuan Yao; Yuze Zhu; Junyu Gao; Zongmeng Wang et al.,5,,2608.07548,0,preprint,True,https://www.semanticscholar.org/paper/b339ef7f1ea259345e72b1c5a324d2cda521afe9,arxiv|s2,vision-and-language navigation,"Vision-and-Language Navigation in Continuous Environments (VLN-CE) requires agents to make fine-grained navigation decisions under partial observability. However, most existing methods rely on open-loop execution, lacking mechanisms to detect and correct internal state drift during inference. We propose SC$^{2}$-WM, a self-correcting world model framework that introduces internal feedback for closed-loop decision making in VLN-CE. Our method derives feedback from world-model foresight to perform state-level plan refinement before action execution. To handle challenging scenarios, we further introduce conditional world-aware adaptation, which enables model-level correction by selectively updating the world model at test time when feedback indicates model capacity insufficiency. Experiments on standard VLN-CE benchmarks demonstrate improved navigation robustness and generalization. Our code is available at https://github.com/sunrise-ikun/SC2_WM."
WP-CMA: Waypoint Prediction for Cross-modal Alignment of Vision-and-Language Navigation in Continuous Environments,2025,ACM Multimedia Asia,Siyang Fu; Yifei Wu; Ting Yu,3,10.1145/3743093.3770935,,2,"Book,JournalArticle",True,https://www.semanticscholar.org/paper/b356413a98d0ffa790442744aa8eac1b20213c81,s2,vision-and-language navigation,"Vision-and-Language Navigation (VLN) tasks challenge an embodied agent to follow natural language instructions and reach a specified goal in visually rich environments. In continuous navigation settings, predicting accurate waypoints becomes particularly difficult due to the complex spatial dynamics and the semantic gap between language and vision modalities. In this work, we introduce WP-CMA, a novel cross-modal alignment framework designed for waypoint prediction in continuous VLN scenarios. Our framework consists of two primary modules: a Depth Space Reasoning Module (DSRM) and a Vision-Language Fusion Module (VLFM). The DSRM leverages 3D information from depth imagery to perform spatial reasoning and predict optimal waypoints. Concurrently, the VLFM integrates visual features with linguistic instructions to generate a unified representation, which provides essential context to the DSRM. Experiments on the R2R-CE dataset show that our proposed method significantly improves navigation efficiency."
Indoor Scene Recognition in Vision-and-Language Navigation,2026,IEEE transactions on consumer electronics,Hongtao Zhang; Yuankai Qi; Mingbo Zhao; Yuping Liu,4,10.1109/TCE.2025.3645249,,2,JournalArticle,True,https://www.semanticscholar.org/paper/b39aa7fe9247c5c302c913dc14c73c75e219539f,s2,vision-and-language navigation,"Indoor scene recognition is a crucial component in vision-and-language navigation (VLN), which involves guiding an agent to navigate through unseen, photo-realistic environments using natural language instructions. However, existing researches have not yet endowed VLN agents with robust indoor scene recognition capabilities, which are essential for enhancing the agent’s spatial perception and environmental understanding. In this paper, we introduce the Room-to-Room Scene Recognition (R2R-SR) dataset, designed to enhance the spatial perception capabilities of agents in VLN. The R2R-SR dataset includes 7,283 images categorized into 10 room classes, sourced from the Matterport3D (MP3D) simulator. To alleviate the imbalance in training data distribution across room categories, we propose a panoramic environment generation technique using Llava and Stable Diffusion for data Augmentation (LSDA). Our proposed LSDA-based model achieves a Top-1 accuracy of 75.9%, outperforming the best competitors in the convolutional neural network (CNN) and vision transformer (ViT) domains. The qualitative results highlight the model’s proficiency in identifying distinct features across various room categories, showcasing its effectiveness in indoor scene recognition tasks."
Switching Head-Tail Funnel UNITER for Dual Referring Expression Comprehension with Fetch-and-Carry Tasks,2023,IEEE/RJS International Conference on Intelligent RObots and Systems,Ryosuke Korekata; Motonari Kambara; Yusuke Yoshida; Shintaro Ishikawa et al.,7,10.1109/IROS55552.2023.10342165,2307.07166,9,"JournalArticle,Conference",True,https://www.semanticscholar.org/paper/b4068047f6dcf88cae5551f31eae0b5e189e9a97,s2,vision-and-language navigation,"This paper describes a domestic service robot (DSR) that fetches everyday objects and carries them to specified destinations according to free-form natural language instructions. Given an instruction such as “Move the bottle on the left side of the plate to the empty chair,” the DSR is expected to identify the bottle and the chair from multiple candidates in the environment and carry the target object to the destination. Most of the existing multimodal language understanding methods are impractical in terms of computational complexity because they require inferences for all combinations of target object candidates and destination candidates. We propose Switching Head-Tail Funnel UNITER, which solves the task by predicting the target object and the destination individually using a single model. Our method is validated on a dataset based on a standard dataset for Vision-and-Language Navigation with object manipulation tasks. The results show that our method outperforms the baseline method in terms of language comprehension accuracy. Furthermore, we conduct physical experiments in which a DSR delivers standardized everyday objects in a standardized domestic environment as requested by instructions with referring expressions. The experimental results show that the object grasping and placing actions are achieved with success rates of more than 90 %."
NavRAG: Generating User Demand Instructions for Embodied Navigation through Retrieval-Augmented LLM,2025,Annual Meeting of the Association for Computational Linguistics,Zi-Han Wang; Yaohui Zhu; Gim Hee Lee; Yachun Fan,4,10.48550/arXiv.2502.11142,2502.11142,22,"JournalArticle,Conference",True,https://www.semanticscholar.org/paper/b4b4c2fce59d401daab81fbf97f9d9da6e843475,s2,vision-and-language navigation,"Vision-and-Language Navigation (VLN) is an essential skill for embodied agents, allowing them to navigate in 3D environments following natural language instructions. High-performance navigation models require a large amount of training data, the high cost of manually annotating data has seriously hindered this field. Therefore, some previous methods translate trajectory videos into step-by-step instructions for expanding data, but such instructions do not match well with users' communication styles that briefly describe destinations or state specific needs. Moreover, local navigation trajectories overlook global context and high-level task planning. To address these issues, we propose NavRAG, a retrieval-augmented generation (RAG) framework that generates user demand instructions for VLN. NavRAG leverages LLM to build a hierarchical scene description tree for 3D scene understanding from global layout to local details, then simulates various user roles with specific demands to retrieve from the scene tree, generating diverse instructions with LLM. We annotate over 2 million navigation instructions across 861 scenes and evaluate the data quality and navigation performance of trained models."
DEDUCT: A Secure Deduplication of Textual Data in Cloud Environments,2024,IEEE Access,Kiana Ghassabi; Peyman Pahlevani,2,10.1109/ACCESS.2024.3402544,,5,JournalArticle,True,https://www.semanticscholar.org/paper/b4f7e9a3451383095ea885816a36ced4554f95c5,s2,vision-and-language navigation,"The exponential growth of textual data in Vision-and-Language Navigation tasks poses significant challenges for data management in large-scale storage systems. Data deduplication has emerged as a practical strategy for data reduction in large-scale storage systems; however, it has also raised security concerns. This paper introduces DEDUCT, an innovative data deduplication method for textual data. DEDUCT employs a hybrid approach that combines cloud-side and client-side deduplication mechanisms to achieve high compression rates while maintaining data security. DEDUCT’s lightweight preprocessing and client-side deduplication make it suitable for resource-constrained devices like IoT devices. It has also been designed to resist side-channel attacks. Experimental evaluations on the Touchdown dataset, consisting of human-written navigation instructions for routes, demonstrate the effectiveness of DEDUCT. It achieves compression rates of nearly 66%, significantly reducing storage requirements while preserving the confidentiality of textual data. This substantial reduction in storage demands can lead to significant cost savings and improved efficiency in large-scale data management systems."
EntityNav: an Entity-Centric Stepwise Planning Framework for Vision-Language Navigation,2026,Fall Joint Computer Conference,Heng-Yi Yang; Yong Zhou; Shang Liu; Jiawei Jiang,4,10.1109/JCC72984.2026.00020,,0,Conference,True,https://www.semanticscholar.org/paper/b50ebf35b7b299ff3ee0823d71d949986359b165,s2,vision-language navigation,"Cloud-edge collaborative computing enables resource-constrained robots to leverage powerful cloudhosted models while retaining real-time on-device perception and control. Vision-Language Navigation in Continuous Environments (VLN-CE), which requires a robot to follow natural-language instructions through complex scenes, is a representative task that benefits from this paradigm: it relies on large Visual Language Models (VLMs) for multimodal reasoning yet demands responsive execution at the edge. However, existing VLM-based approaches remain constrained by limited context windows and insufficient planning capabilities for long-horizon tasks. We present EntityNav, an entity-centric stepwise planning framework for VLN-CE designed for cloudedge deployment. EntityNav comprises two integrated modules executed on the cloud: (1) Entity-Guided Stepwise Language Planning, which decomposes instructions into sequential, entity-centered sub-goals for explicit progress tracking, and (2) Entity-Aware Chain-of-Thought Reasoning, which generates a multi-stage structured reasoning chain whose hidden-state representations directly condition the action prediction head, regularized by a reasoning-action consistency loss. On the robot side, an edge-level module performs real-time visual capture and local trajectory refinement, with asynchronous communication overlapping cloud inference and physical motion to preserve responsiveness; an edge-side fallback mechanism further maintains safe navigation"
PANDA: Prompt-based Context- and Domain-aware Pretraining for Vision and Language Navigation,2023,,Ting Liu,1,,,0,,True,https://www.semanticscholar.org/paper/b534e67794f36fbb2ad7849f624b183765448fc6,s2,(s2 bulk),
MA-CoNav: A Master-Slave Multi-Agent Framework with Hierarchical Collaboration and Dual-Level Reflection for Long-Horizon Embodied VLN,2026,arXiv.org,Lingwei Luo; Qi Bai,2,10.48550/arXiv.2603.03024,2603.03024,0,JournalArticle,True,https://www.semanticscholar.org/paper/b55a706e8d3423e985d76264b044397db8fc397d,s2,vision-language navigation,"Vision-Language Navigation (VLN) aims to empower robots with the ability to perform long-horizon navigation in unfamiliar environments based on complex linguistic instructions. Its success critically hinges on establishing an efficient ``language-understanding -- visual-perception -- embodied-execution''closed loop. Existing methods often suffer from perceptual distortion and decision drift in complex, long-distance tasks due to the cognitive overload of a single agent. Inspired by distributed cognition theory, this paper proposes MA-CoNav, a Multi-Agent Collaborative Navigation framework. This framework adopts a ``Master-Slave''hierarchical agent collaboration architecture, decoupling and distributing the perception, planning, execution, and memory functions required for navigation tasks to specialized agents. Specifically, the Master Agent is responsible for global orchestration, while the Subordinate Agent group collaborates through a clear division of labor: an Observation Agent generates environment descriptions, a Planning Agent performs task decomposition and dynamic verification, an Execution Agent handles simultaneous mapping and action, and a Memory Agent manages structured experiences. Furthermore, the framework introduces a ``Local-Global''dual-stage reflection mechanism to dynamically optimize the entire navigation pipeline. Empirical experiments were conducted using a real-world indoor dataset collected by a Limo Pro robot, with no scene-specific fine-tuning per"
"FSUNav: A Cerebrum-Cerebellum Architecture for Fast, Safe, and Universal Zero-Shot Goal-Oriented Navigation",2026,arXiv.org,Mingao Tan; Yiyang Li; Shanze Wang; Xinming Zhang et al.,5,10.48550/arXiv.2604.03139,2604.03139,0,JournalArticle,True,https://www.semanticscholar.org/paper/b5db64f379b80eb7d547d132eef9aad2133c0481,s2,vision-language navigation,"Current vision-language navigation methods face substantial bottlenecks regarding heterogeneous robot compatibility, real-time performance, and navigation safety. Furthermore, they struggle to support open-vocabulary semantic generalization and multimodal task inputs. To address these challenges, this paper proposes FSUNav: a Cerebrum-Cerebellum architecture for fast, safe, and universal zero-shot goal-oriented navigation, which innovatively integrates vision-language models (VLMs) with the proposed architecture. The cerebellum module, a high-frequency end-to-end module, develops a universal local planner based on deep reinforcement learning, enabling unified navigation across heterogeneous platforms (e.g., humanoid, quadruped, wheeled robots) to improve navigation efficiency while significantly reducing collision risk. The cerebrum module constructs a three-layer reasoning model and leverages VLMs to build an end-to-end detection and verification mechanism, enabling zero-shot open-vocabulary goal navigation without predefined IDs and improving task success rates in both simulation and real-world environments. Additionally, the framework supports multimodal inputs (e.g., text, target descriptions, and images), further enhancing generalization, real-time performance, safety, and robustness. Experimental results on MP3D, HM3D, and OVON benchmarks demonstrate that FSUNav achieves state-of-the-art performance on object, instance image, and task navigation, significantly outperfor"
VISTA: Generative Visual Imagination for Vision-and-Language Navigation,2025,arXiv.org,Yanjia Huang; Mingyang Wu; Renjie Li; Zhengzhong Tu,4,10.48550/arXiv.2505.07868,2505.07868,8,JournalArticle,True,https://www.semanticscholar.org/paper/b6f1d35aa33d5f019070d191f0c9160b35b1060f,s2,vision-and-language navigation,"Vision-and-Language Navigation (VLN) tasks agents with locating specific objects in unseen environments using natural language instructions and visual cues. Many existing VLN approaches typically follow an'observe-and-reason'schema, that is, agents observe the environment and decide on the next action to take based on the visual observations of their surroundings. They often face challenges in long-horizon scenarios due to limitations in immediate observation and vision-language modality gaps. To overcome this, we present VISTA, a novel framework that employs an'imagine-and-align'navigation strategy. Specifically, we leverage the generative prior of pre-trained diffusion models for dynamic visual imagination conditioned on both local observations and high-level language instructions. A Perceptual Alignment Filter module then grounds these goal imaginations against current observations, guiding an interpretable and structured reasoning process for action selection. Experiments show that VISTA sets new state-of-the-art results on Room-to-Room (R2R) and RoboTHOR benchmarks, e.g.,+3.6% increase in Success Rate on R2R. Extensive ablation analysis underscores the value of integrating forward-looking imagination, perceptual alignment, and structured reasoning for robust navigation in long-horizon environments."
DOPE: Dual Object Perception-Enhancement Network for Vision-and-Language Navigation,2025,International Conference on Multimedia Retrieval,Yinfeng Yu; Dongsheng Yang,2,10.1145/3731715.3733315,2505.00743,10,"JournalArticle,Book",True,https://www.semanticscholar.org/paper/b7ac48285cb68d263f058e7a833d7e3dc8ea0564,s2,vision-and-language navigation,"Vision-and-Language Navigation (VLN) is a challenging task where an agent must understand language instructions and navigate unfamiliar environments using visual cues. The agent must accurately locate the target based on visual information from the environment and complete tasks through interaction with the surroundings. Despite significant advancements in this field, two major limitations persist: (1) Many existing methods input complete language instructions directly into multi-layer Transformer networks without fully exploiting the detailed information within the instructions, thereby limiting the agent's language understanding capabilities during task execution; (2) Current approaches often overlook the modeling of object relationships across different modalities, failing to effectively utilize latent clues between objects, which affects the accuracy and robustness of navigation decisions. We propose a Dual Object Perception-Enhancement Network (DOPE) to address these issues to improve navigation performance. First, we design a Text Semantic Extraction (TSE) to extract relatively essential phrases from the text and input them into the Text Object Perception-Augmentation (TOPA) to fully leverage details such as objects and actions within the instructions. Second, we introduce an Image Object Perception-Augmentation (IOPA), which performs additional modeling of object information across different modalities, enabling the model to more effectively utilize latent clues betwee"
OpenBelief-Nav: Evidence-Preserving Object Memory for Open-Vocabulary Language-Guided Navigation,2026,arXiv (preprint),Dinh Tuan Nguyen; Anh Dao; Phuong Nam Dang; Q. Phạm et al.,7,,2608.13923,0,preprint,True,https://www.semanticscholar.org/paper/b7ad7122b64b79600c2232f845b13b5fd6be6a7f,arxiv|s2,language guided navigation|language-guided navigation,"Open-vocabulary 3D scene graphs provide compact semantic memory for language-guided navigation, but mapped objects are often exposed through a single fused feature or committed semantic label. Such commitment can remove minority yet task-relevant hypotheses from the task-time interface. We present OpenBelief-Nav, an evidence-preserving object memory that retains observation-level phrases, reliability cues, and frame-mask provenance while maintaining separate aggregate geometric and visual representations. Semantically related phrases are consolidated into a vocabulary-independent object belief from which task-specific readouts perform fixed-vocabulary projection or free-form retrieval. On five ScanNet200 and eight Replica scenes, full-belief projection achieves mIoU scores of 0.2742 and 0.2912, compared with 0.2393 and 0.2701 for a matched early-commit readout. Across 78 HM3D-YCB navigation trials, consensus and early-commit retrieval each achieve 60/78 successes, compared with 58/78 for belief-weighted retrieval and 55/78 for DualMap. Across 20 Unitree G1 runs organized as 10 matched evaluation cases, a correction policy permitting at most two verified candidate attempts improves target-confirmation success from 6/10 to 8/10 relative to top-1-only execution. Code will be released upon acceptance at https://openbelief-nav.github.io/."
ProFocus: Proactive Perception and Focused Reasoning in Vision-and-Language Navigation,2026,arXiv.org,Wei Xue; Mingcheng Li; Xuecheng Wu; Jing Tang et al.,6,10.48550/arXiv.2603.05530,2603.05530,1,JournalArticle,True,https://www.semanticscholar.org/paper/b82135406ca16a6ea73a115ae1a2dd7aaa894442,s2,vision-and-language navigation,"Vision-and-Language Navigation (VLN) requires agents to accurately perceive complex visual environments and reason over navigation instructions and histories. However, existing methods passively process redundant visual inputs and treat all historical contexts indiscriminately, resulting in inefficient perception and unfocused reasoning. To address these challenges, we propose \textbf{ProFocus}, a training-free progressive framework that unifies \underline{Pro}active Perception and \underline{Focus}ed Reasoning through collaboration between large language models (LLMs) and vision-language models (VLMs). For proactive perception, ProFocus transforms panoramic observations into structured ego-centric semantic maps, enabling the orchestration agent to identify missing visual information needed for reliable decision-making, and to generate targeted visual queries with corresponding focus regions that guide the perception agent to acquire the required observations. For focused reasoning, we propose Branch-Diverse Monte Carlo Tree Search (BD-MCTS) to identify top-$k$ high-value waypoints from extensive historical candidates. The decision agent focuses reasoning on the historical contexts associated with these waypoints, rather than considering all historical waypoints equally. Extensive experiments validate the effectiveness of ProFocus, achieving state-of-the-art performance among zero-shot methods on R2R and REVERIE benchmarks."
FreqNav: Stage-Wise Frequency Routing for Object-Oriented Aerial Vision-Language Navigation,2026,,Yin Tang; Jiawei Ma; Jiahao Li; Hao Zhang et al.,7,,2608.00970,0,,True,https://www.semanticscholar.org/paper/b92dc60a78df39822eda398632a042266b1159ad,s2,vision-and-language navigation|vision-language navigation,"Object-oriented aerial vision-and-language navigation (VLN) requires searching for a described target and landing on it precisely, under long-horizon and closed-loop control. Guided by a target-descriptive instruction during navigation, perceptual priorities dynamically evolve: early-stage exploration prioritizes low-frequency spatial layout, and then shifts to high-frequency target details. Existing VLN methods model the varying perceptual requirements across navigation stages with identical visual tokens, leading to interference from irrelevant objects and background clutter. To this end, we therefore formulate long-horizon aerial navigation as a frequencypreference shift from spatial structure to local detail and propose FreqNav, a lightweight frequency-routing adaptive perception framework. Under a fixed computational budget, FreqNav dynamically reallocates visual tokens across frequency components according to the current navigation stage. A Frequency Token Router selects stage-relevant visual representations from dual-view observations, while a Phase-dependent Grounding Module anchors visual evidence through explicit supervision. A Diffusion Transformer then predicts smooth trajectories for continuous control. Experiments show that FreqNav outperforms strong baselines while achieving approximately 3x faster inference. Real-world deployment further demonstrates its effectiveness, efficiency, and practical potential for long-horizon aerial autonomy."
Harnessing Input-Adaptive Inference for Efficient VLN,2025,IEEE International Conference on Computer Vision,Dongwoo Kang; Akhil Perincherry; Zachary Coalson; Aiden Gabriel et al.,6,10.1109/ICCV51701.2025.00770,2508.09262,1,"JournalArticle,Conference",True,https://www.semanticscholar.org/paper/b9c35fd767f3450920215393bfafd6ced97d62d5,arxiv|s2,vision-and-language navigation,"An emerging paradigm in vision-and-language navigation (VLN) is the use of history-aware multi-modal transformer models. Given a language instruction, these models process observation and navigation history to predict the most appropriate action for an agent. While they have significantly improved performance, the scale of these models can be a bottleneck in practical settings with limited computational resources. In this work, we propose a novel input-adaptive navigation method to enhance VLN model efficiency. We first show that existing input-adaptive mechanisms fail to reduce computations without substantial performance degradation. To address this, we introduce three adaptive algorithms, each deployed at a different level: (1) To improve spatial efficiency, we selectively process panoramic views at each observation of an agent. (2) To improve intra-model efficiency, we propose importance-based adaptive thresholding for the early-exit methods. (3) To improve temporal efficiency, we implement a caching mechanism that prevents reprocessing of views previously seen by the agent. In evaluations on seven VLN benchmarks, we demonstrate over a $2 \times$ reduction in computation across three off-the-shelf agents in both standard and continuous environments. Our code is publicly available at https://github.com/secure-ai-systemsgroup/adaptive-vision-and-language-navigation."
"Towards Realistic UAV Vision-Language Navigation: Platform, Benchmark, and Methodology",2024,arXiv.org,Xiangyu Wang; Donglin Yang; Ziqin Wang; Hohin Kwan et al.,9,10.48550/arXiv.2410.07087,2410.07087,113,JournalArticle,True,https://www.semanticscholar.org/paper/ba414d17cb05f1b6fee6aae02fd20d99c2b5dff6,s2,vision-language navigation,"Developing agents capable of navigating to a target location based on language instructions and visual information, known as vision-language navigation (VLN), has attracted widespread interest. Most research has focused on ground-based agents, while UAV-based VLN remains relatively underexplored. Recent efforts in UAV vision-language navigation predominantly adopt ground-based VLN settings, relying on predefined discrete action spaces and neglecting the inherent disparities in agent movement dynamics and the complexity of navigation tasks between ground and aerial environments. To address these disparities and challenges, we propose solutions from three perspectives: platform, benchmark, and methodology. To enable realistic UAV trajectory simulation in VLN tasks, we propose the OpenUAV platform, which features diverse environments, realistic flight control, and extensive algorithmic support. We further construct a target-oriented VLN dataset consisting of approximately 12k trajectories on this platform, serving as the first dataset specifically designed for realistic UAV VLN tasks. To tackle the challenges posed by complex aerial environments, we propose an assistant-guided UAV object search benchmark called UAV-Need-Help, which provides varying levels of guidance information to help UAVs better accomplish realistic VLN tasks. We also propose a UAV navigation LLM that, given multi-view images, task descriptions, and assistant instructions, leverages the multimodal understandi"
